08/06/2021,1045,Belgium,13
07/06/2021,1239,Belgium,5
06/06/2021,399,Belgium,7
05/06/2021,650,Belgium,13
04/06/2021,1355,Belgium,10
03/06/2021,1474,Belgium,15
02/06/2021,1502,Belgium,16
01/06/2021,1694,Belgium,11
31/05/2021,2043,Belgium,14
30/05/2021,606,Belgium,18
29/05/2021,1125,Belgium,16
28/05/2021,2032,Belgium,11
27/05/2021,2219,Belgium,6
26/05/2021,2544,Belgium,14
25/05/2021,2800,Belgium,16
24/05/2021,903,Belgium,19
23/05/2021,791,Belgium,11
22/05/2021,1448,Belgium,18
21/05/2021,2476,Belgium,19
20/05/2021,2452,Belgium,16
19/05/2021,3186,Belgium,25
18/05/2021,3305,Belgium,17
17/05/2021,3639,Belgium,24
16/05/2021,766,Belgium,17
15/05/2021,1287,Belgium,22
14/05/2021,2608,Belgium,20
13/05/2021,958,Belgium,21
12/05/2021,2844,Belgium,19
11/05/2021,3034,Belgium,17
10/05/2021,3413,Belgium,28
09/05/2021,880,Belgium,32
08/05/2021,1742,Belgium,42
07/05/2021,3346,Belgium,26
06/05/2021,3541,Belgium,38
05/05/2021,3658,Belgium,38
04/05/2021,3685,Belgium,40
03/05/2021,4380,Belgium,43
02/05/2021,1156,Belgium,34
01/05/2021,1352,Belgium,28
30/04/2021,3523,Belgium,33
29/04/2021,3390,Belgium,46
28/04/2021,3485,Belgium,49
27/04/2021,3809,Belgium,26
26/04/2021,4306,Belgium,44
25/04/2021,1150,Belgium,39
24/04/2021,1915,Belgium,36
23/04/2021,3676,Belgium,42
22/04/2021,3838,Belgium,43
21/04/2021,4096,Belgium,36
20/04/2021,4503,Belgium,36
19/04/2021,5510,Belgium,50
18/04/2021,1327,Belgium,34
17/04/2021,2353,Belgium,30
16/04/2021,4066,Belgium,45
15/04/2021,3844,Belgium,42
14/04/2021,3939,Belgium,39
13/04/2021,4341,Belgium,37
12/04/2021,4786,Belgium,43
11/04/2021,1313,Belgium,22
10/04/2021,2385,Belgium,46
09/04/2021,4543,Belgium,44
08/04/2021,4509,Belgium,43
07/04/2021,4786,Belgium,42
06/04/2021,5310,Belgium,46
05/04/2021,1592,Belgium,49
04/04/2021,1535,Belgium,36
03/04/2021,2728,Belgium,40
02/04/2021,4950,Belgium,46
01/04/2021,4749,Belgium,40
31/03/2021,4778,Belgium,31
30/03/2021,5251,Belgium,33
29/03/2021,6223,Belgium,31
28/03/2021,1712,Belgium,23
27/03/2021,3093,Belgium,28
26/03/2021,5794,Belgium,20
25/03/2021,5669,Belgium,34
24/03/2021,5619,Belgium,27
23/03/2021,6068,Belgium,24
22/03/2021,6333,Belgium,34
21/03/2021,1594,Belgium,24
20/03/2021,2871,Belgium,24
19/03/2021,5236,Belgium,31
18/03/2021,5084,Belgium,26
17/03/2021,4879,Belgium,25
16/03/2021,4638,Belgium,27
15/03/2021,5312,Belgium,25
14/03/2021,1409,Belgium,20
13/03/2021,2195,Belgium,24
12/03/2021,3796,Belgium,20
11/03/2021,3540,Belgium,26
10/03/2021,3437,Belgium,24
09/03/2021,3439,Belgium,23
08/03/2021,3737,Belgium,36
07/03/2021,804,Belgium,19
06/03/2021,1536,Belgium,25
05/03/2021,2771,Belgium,33
04/03/2021,2732,Belgium,16
03/03/2021,2792,Belgium,26
02/03/2021,2796,Belgium,25
01/03/2021,777689,Belgium,22282
04/10/2021,513,Bulgaria,43
03/10/2021,1228,Bulgaria,26
02/10/2021,2091,Bulgaria,87
01/10/2021,2050,Bulgaria,70
30/09/2021,2142,Bulgaria,87
29/09/2021,2573,Bulgaria,87
28/09/2021,2536,Bulgaria,149
27/09/2021,496,Bulgaria,40
26/09/2021,1038,Bulgaria,26
25/09/2021,1904,Bulgaria,73
24/09/2021,1835,Bulgaria,99
23/09/2021,850,Bulgaria,27
22/09/2021,2192,Bulgaria,58
21/09/2021,2360,Bulgaria,138
20/09/2021,458,Bulgaria,43
19/09/2021,951,Bulgaria,30
18/09/2021,1892,Bulgaria,79
17/09/2021,1724,Bulgaria,67
16/09/2021,1862,Bulgaria,65
15/09/2021,2029,Bulgaria,83
14/09/2021,1998,Bulgaria,139
13/09/2021,437,Bulgaria,53
12/09/2021,909,Bulgaria,10
11/09/2021,1626,Bulgaria,72
10/09/2021,1629,Bulgaria,52
09/09/2021,1956,Bulgaria,65
08/09/2021,2005,Bulgaria,121
07/09/2021,677,Bulgaria,34
06/09/2021,488,Bulgaria,32
05/09/2021,854,Bulgaria,32
04/09/2021,1640,Bulgaria,50
03/09/2021,1564,Bulgaria,51
02/09/2021,1745,Bulgaria,54
01/09/2021,2053,Bulgaria,156
31/08/2021,2090,Bulgaria,9
30/08/2021,451,Bulgaria,26
29/08/2021,1004,Bulgaria,15
28/08/2021,1713,Bulgaria,43
27/08/2021,1733,Bulgaria,34
26/08/2021,1601,Bulgaria,48
25/08/2021,1911,Bulgaria,33
24/08/2021,1891,Bulgaria,57
23/08/2021,384,Bulgaria,8
22/08/2021,845,Bulgaria,8
21/08/2021,1368,Bulgaria,21
20/08/2021,1371,Bulgaria,27
19/08/2021,1387,Bulgaria,16
18/08/2021,1405,Bulgaria,19
17/08/2021,1301,Bulgaria,32
16/08/2021,272,Bulgaria,5
15/08/2021,623,Bulgaria,7
14/08/2021,1047,Bulgaria,11
13/08/2021,882,Bulgaria,15
12/08/2021,782,Bulgaria,18
11/08/2021,805,Bulgaria,10
10/08/2021,774,Bulgaria,23
09/08/2021,176,Bulgaria,3
08/08/2021,392,Bulgaria,1
07/08/2021,549,Bulgaria,8
06/08/2021,500,Bulgaria,14
05/08/2021,429,Bulgaria,4
04/08/2021,462,Bulgaria,3
03/08/2021,393,Bulgaria,7
02/08/2021,94,Bulgaria,2
01/08/2021,182,Bulgaria,2
31/07/2021,346,Bulgaria,3
30/07/2021,231,Bulgaria,3
29/07/2021,216,Bulgaria,2
28/07/2021,200,Bulgaria,4
27/07/2021,193,Bulgaria,5
26/07/2021,57,Bulgaria,1
25/07/2021,54,Bulgaria,0
24/07/2021,135,Bulgaria,4
23/07/2021,121,Bulgaria,2
22/07/2021,96,Bulgaria,3
21/07/2021,145,Bulgaria,7
20/07/2021,113,Bulgaria,3
19/07/2021,35,Bulgaria,5
18/07/2021,57,Bulgaria,0
17/07/2021,76,Bulgaria,6
16/07/2021,94,Bulgaria,5
15/07/2021,84,Bulgaria,4
14/07/2021,74,Bulgaria,10
13/07/2021,83,Bulgaria,4
12/07/2021,16,Bulgaria,0
11/07/2021,32,Bulgaria,2
10/07/2021,61,Bulgaria,4
09/07/2021,55,Bulgaria,5
08/07/2021,60,Bulgaria,2
07/07/2021,87,Bulgaria,2
06/07/2021,98,Bulgaria,41
05/07/2021,19,Bulgaria,0
04/07/2021,51,Bulgaria,1
03/07/2021,81,Bulgaria,16
02/07/2021,73,Bulgaria,6
01/07/2021,78,Bulgaria,12
30/06/2021,105,Bulgaria,9
29/06/2021,115,Bulgaria,13
28/06/2021,16,Bulgaria,0
27/06/2021,28,Bulgaria,1
26/06/2021,86,Bulgaria,4
25/06/2021,62,Bulgaria,9
24/06/2021,93,Bulgaria,5
23/06/2021,94,Bulgaria,8
22/06/2021,120,Bulgaria,10
21/06/2021,27,Bulgaria,1
20/06/2021,41,Bulgaria,2
19/06/2021,105,Bulgaria,7
18/06/2021,110,Bulgaria,23
17/06/2021,95,Bulgaria,25
16/06/2021,161,Bulgaria,17
15/06/2021,157,Bulgaria,15
14/06/2021,42,Bulgaria,2
13/06/2021,81,Bulgaria,5
12/06/2021,123,Bulgaria,6
11/06/2021,100,Bulgaria,15
10/06/2021,131,Bulgaria,12
09/06/2021,178,Bulgaria,6
08/06/2021,208,Bulgaria,34
07/06/2021,47,Bulgaria,7
06/06/2021,89,Bulgaria,3
05/06/2021,157,Bulgaria,18
04/06/2021,170,Bulgaria,45
03/06/2021,197,Bulgaria,21
02/06/2021,236,Bulgaria,26
01/06/2021,303,Bulgaria,38
31/05/2021,53,Bulgaria,5
30/05/2021,115,Bulgaria,5
29/05/2021,287,Bulgaria,15
28/05/2021,293,Bulgaria,20
27/05/2021,393,Bulgaria,36
26/05/2021,406,Bulgaria,68
25/05/2021,81,Bulgaria,17
24/05/2021,81,Bulgaria,9
23/05/2021,148,Bulgaria,13
22/05/2021,362,Bulgaria,27
21/05/2021,368,Bulgaria,31
20/05/2021,361,Bulgaria,37
19/05/2021,457,Bulgaria,36
18/05/2021,677,Bulgaria,84
17/05/2021,151,Bulgaria,9
16/05/2021,203,Bulgaria,7
15/05/2021,518,Bulgaria,49
14/05/2021,506,Bulgaria,44
13/05/2021,657,Bulgaria,46
12/05/2021,877,Bulgaria,59
11/05/2021,1078,Bulgaria,116
10/05/2021,241,Bulgaria,27
09/05/2021,466,Bulgaria,16
08/05/2021,1123,Bulgaria,86
07/05/2021,545,Bulgaria,27
06/05/2021,1635,Bulgaria,164
05/05/2021,367,Bulgaria,61
04/05/2021,631,Bulgaria,56
03/05/2021,348,Bulgaria,48
02/05/2021,466,Bulgaria,45
01/05/2021,652,Bulgaria,31
30/04/2021,1237,Bulgaria,90
29/04/2021,1382,Bulgaria,96
28/04/2021,1850,Bulgaria,81
27/04/2021,1759,Bulgaria,194
26/04/2021,400,Bulgaria,48
25/04/2021,798,Bulgaria,33
24/04/2021,1708,Bulgaria,105
23/04/2021,1681,Bulgaria,103
22/04/2021,2002,Bulgaria,100
21/04/2021,2096,Bulgaria,106
20/04/2021,2434,Bulgaria,217
19/04/2021,418,Bulgaria,57
18/04/2021,1076,Bulgaria,38
17/04/2021,2126,Bulgaria,121
16/04/2021,2185,Bulgaria,108
15/04/2021,2517,Bulgaria,125
14/04/2021,2944,Bulgaria,127
13/04/2021,3122,Bulgaria,201
12/04/2021,462,Bulgaria,67
11/04/2021,1352,Bulgaria,43
10/04/2021,2803,Bulgaria,138
09/04/2021,2957,Bulgaria,136
08/04/2021,3556,Bulgaria,116
07/04/2021,4004,Bulgaria,132
06/04/2021,3860,Bulgaria,197
05/04/2021,740,Bulgaria,82
04/04/2021,1919,Bulgaria,69
03/04/2021,4013,Bulgaria,125
02/04/2021,3694,Bulgaria,116
01/04/2021,4207,Bulgaria,129
31/03/2021,5176,Bulgaria,155
30/03/2021,4497,Bulgaria,203
29/03/2021,983,Bulgaria,60
28/03/2021,2537,Bulgaria,49
27/03/2021,4129,Bulgaria,89
26/03/2021,3988,Bulgaria,99
25/03/2021,4375,Bulgaria,106
24/03/2021,4851,Bulgaria,119
23/03/2021,4467,Bulgaria,169
22/03/2021,943,Bulgaria,53
21/03/2021,2541,Bulgaria,34
20/03/2021,4162,Bulgaria,115
19/03/2021,4008,Bulgaria,102
18/03/2021,4201,Bulgaria,136
17/03/2021,4374,Bulgaria,107
16/03/2021,4637,Bulgaria,187
15/03/2021,679,Bulgaria,51
14/03/2021,2019,Bulgaria,38
13/03/2021,3159,Bulgaria,102
12/03/2021,3121,Bulgaria,95
11/03/2021,2774,Bulgaria,97
10/03/2021,3502,Bulgaria,138
09/03/2021,2995,Bulgaria,150
08/03/2021,497,Bulgaria,21
07/03/2021,1426,Bulgaria,22
06/03/2021,3004,Bulgaria,65
05/03/2021,2198,Bulgaria,93
04/03/2021,1154,Bulgaria,22
03/03/2021,2403,Bulgaria,83
02/03/2021,2588,Bulgaria,117
01/03/2021,247038,Bulgaria,10191
04/10/2021,944,Croatia,14
03/10/2021,1448,Croatia,14
02/10/2021,1517,Croatia,10
01/10/2021,1710,Croatia,12
30/09/2021,1911,Croatia,14
29/09/2021,1061,Croatia,8
28/09/2021,217,Croatia,11
27/09/2021,837,Croatia,15
26/09/2021,1293,Croatia,14
25/09/2021,1291,Croatia,12
24/09/2021,1373,Croatia,15
23/09/2021,1812,Croatia,13
22/09/2021,1037,Croatia,12
21/09/2021,264,Croatia,14
20/09/2021,875,Croatia,7
19/09/2021,1455,Croatia,12
18/09/2021,1394,Croatia,9
17/09/2021,1369,Croatia,9
16/09/2021,1835,Croatia,7
15/09/2021,974,Croatia,9
14/09/2021,167,Croatia,7
13/09/2021,807,Croatia,13
12/09/2021,1162,Croatia,14
11/09/2021,1042,Croatia,8
10/09/2021,941,Croatia,10
09/09/2021,1237,Croatia,10
08/09/2021,704,Croatia,10
07/09/2021,184,Croatia,5
06/09/2021,539,Croatia,8
05/09/2021,882,Croatia,7
04/09/2021,816,Croatia,6
03/09/2021,798,Croatia,11
02/09/2021,805,Croatia,4
01/09/2021,668,Croatia,3
31/08/2021,139,Croatia,6
30/08/2021,377,Croatia,1
29/08/2021,595,Croatia,6
28/08/2021,596,Croatia,2
27/08/2021,638,Croatia,6
26/08/2021,677,Croatia,4
25/08/2021,470,Croatia,3
24/08/2021,73,Croatia,2
23/08/2021,373,Croatia,3
22/08/2021,505,Croatia,3
21/08/2021,468,Croatia,1
20/08/2021,486,Croatia,3
19/08/2021,524,Croatia,3
18/08/2021,341,Croatia,3
17/08/2021,46,Croatia,2
16/08/2021,298,Croatia,1
15/08/2021,367,Croatia,2
14/08/2021,308,Croatia,2
13/08/2021,333,Croatia,3
12/08/2021,381,Croatia,0
11/08/2021,246,Croatia,2
10/08/2021,44,Croatia,1
09/08/2021,213,Croatia,1
08/08/2021,233,Croatia,1
07/08/2021,108,Croatia,0
06/08/2021,247,Croatia,3
05/08/2021,271,Croatia,0
04/08/2021,186,Croatia,1
03/08/2021,29,Croatia,3
02/08/2021,143,Croatia,4
01/08/2021,218,Croatia,5
31/07/2021,170,Croatia,4
30/07/2021,188,Croatia,1
29/07/2021,198,Croatia,2
28/07/2021,193,Croatia,0
27/07/2021,27,Croatia,2
26/07/2021,125,Croatia,0
25/07/2021,191,Croatia,0
24/07/2021,176,Croatia,0
23/07/2021,179,Croatia,1
22/07/2021,191,Croatia,1
21/07/2021,146,Croatia,3
20/07/2021,18,Croatia,2
19/07/2021,107,Croatia,2
18/07/2021,139,Croatia,2
17/07/2021,131,Croatia,1
16/07/2021,139,Croatia,0
15/07/2021,155,Croatia,2
14/07/2021,83,Croatia,2
13/07/2021,15,Croatia,2
12/07/2021,58,Croatia,0
11/07/2021,88,Croatia,1
10/07/2021,87,Croatia,0
09/07/2021,110,Croatia,2
08/07/2021,141,Croatia,3
07/07/2021,96,Croatia,2
06/07/2021,9,Croatia,1
05/07/2021,56,Croatia,3
04/07/2021,114,Croatia,3
03/07/2021,92,Croatia,3
02/07/2021,103,Croatia,3
01/07/2021,136,Croatia,1
30/06/2021,70,Croatia,3
29/06/2021,14,Croatia,2
28/06/2021,45,Croatia,3
27/06/2021,86,Croatia,1
26/06/2021,118,Croatia,4
25/06/2021,101,Croatia,2
24/06/2021,43,Croatia,2
23/06/2021,75,Croatia,6
22/06/2021,11,Croatia,8
21/06/2021,58,Croatia,5
20/06/2021,84,Croatia,1
19/06/2021,113,Croatia,3
18/06/2021,95,Croatia,3
17/06/2021,146,Croatia,2
16/06/2021,96,Croatia,8
15/06/2021,18,Croatia,20
14/06/2021,59,Croatia,0
13/06/2021,125,Croatia,9
12/06/2021,134,Croatia,13
11/06/2021,184,Croatia,7
10/06/2021,275,Croatia,7
09/06/2021,178,Croatia,5
08/06/2021,43,Croatia,5
07/06/2021,157,Croatia,6
06/06/2021,211,Croatia,13
05/06/2021,88,Croatia,11
04/06/2021,280,Croatia,14
03/06/2021,432,Croatia,8
02/06/2021,216,Croatia,8
01/06/2021,40,Croatia,12
31/05/2021,186,Croatia,12
30/05/2021,338,Croatia,10
29/05/2021,321,Croatia,11
28/05/2021,375,Croatia,10
27/05/2021,538,Croatia,21
26/05/2021,323,Croatia,21
25/05/2021,74,Croatia,26
24/05/2021,251,Croatia,20
23/05/2021,518,Croatia,27
22/05/2021,525,Croatia,28
21/05/2021,695,Croatia,36
20/05/2021,1000,Croatia,27
19/05/2021,491,Croatia,27
18/05/2021,116,Croatia,30
17/05/2021,480,Croatia,21
16/05/2021,826,Croatia,23
15/05/2021,926,Croatia,41
14/05/2021,1064,Croatia,34
13/05/2021,1471,Croatia,40
12/05/2021,876,Croatia,46
11/05/2021,253,Croatia,34
10/05/2021,665,Croatia,45
09/05/2021,1342,Croatia,36
08/05/2021,1435,Croatia,33
07/05/2021,1640,Croatia,40
06/05/2021,2494,Croatia,51
05/05/2021,1396,Croatia,46
04/05/2021,349,Croatia,36
03/05/2021,944,Croatia,52
02/05/2021,2046,Croatia,49
01/05/2021,2007,Croatia,41
30/04/2021,2439,Croatia,39
29/04/2021,2904,Croatia,44
28/04/2021,1797,Croatia,52
27/04/2021,410,Croatia,51
26/04/2021,1254,Croatia,39
25/04/2021,2535,Croatia,31
24/04/2021,2529,Croatia,46
23/04/2021,2885,Croatia,46
22/04/2021,3117,Croatia,49
21/04/2021,2106,Croatia,42
20/04/2021,410,Croatia,39
19/04/2021,1565,Croatia,39
18/04/2021,2627,Croatia,37
17/04/2021,2698,Croatia,44
16/04/2021,2927,Croatia,43
15/04/2021,3099,Croatia,41
14/04/2021,1936,Croatia,25
13/04/2021,422,Croatia,25
12/04/2021,1617,Croatia,39
11/04/2021,2535,Croatia,34
10/04/2021,2599,Croatia,50
09/04/2021,3217,Croatia,36
08/04/2021,1649,Croatia,36
